time,POSITION,VELOCITY,TORQUE,P_ELEC,P_MECH
0.008199453353881836,-0.224090576171875,-0.0020532666239887476,0.0,0.0,-0.0
0.03817868232727051,-0.19219970703125,1.6963261365890503,0.19366459548473358,9.309627532958984,2.0641414502785147
0.0657355785369873,-0.1051788330078125,3.1451711654663086,-0.020814165472984314,-0.20339123904705048,-0.41132315344472836
0.0936288833618164,-0.027099609375,2.8071682453155518,0.03167634457349777,0.8896347284317017,0.5587060438522105
0.12228107452392578,0.0531768798828125,2.875678300857544,0.016208987683057785,0.4638013243675232,0.2928707915287495
0.15006613731384277,0.131256103515625,2.780808448791504,0.03545515239238739,1.0302175283432007,0.6194842925426037
0.177978515625,0.2115020751953125,2.902087688446045,0.01401451788842678,0.37559419870376587,0.25554569046609354
0.20619821548461914,0.2914276123046875,2.8527050018310547,0.020750921219587326,0.5962921380996704,0.37194105068756356
0.23399090766906738,0.3730926513671875,2.8710005283355713,0.020142247900366783,0.5403101444244385,0.363346580636388
0.2613952159881592,0.45501708984375,2.9619357585906982,0.0018334267660975456,0.04989005625247955,0.034120789425472524
0.2890293598175049,0.5393524169921875,3.1092190742492676,-0.01914614625275135,-0.21572580933570862,-0.374035276385029
0.3167452812194824,0.6255340576171875,3.1763765811920166,-0.02668735384941101,-0.2733190357685089,-0.5326198742838195
0.3439946174621582,0.71044921875,3.083576202392578,-0.010571655817329884,-0.11964896321296692,-0.20482245580887334
0.37189698219299316,0.79302978515625,2.9261741638183594,-0.0003469302610028535,-0.00805336982011795,-0.006378553795889021
0.39977359771728516,0.87335205078125,2.8435094356536865,0.02336927317082882,0.6452450752258301,0.41752236829522743
0.4274125099182129,0.952484130859375,2.8070530891418457,0.025615079328417778,0.7285124063491821,0.4517791666447467
0.45508885383605957,1.0309906005859375,2.819687843322754,0.026182016357779503,0.7666956782341003,0.4638568667960383
0.4829859733581543,1.108612060546875,2.8199684619903564,0.02862454019486904,0.8071258068084717,0.5071806066488205
0.5106842517852783,1.185882568359375,2.756075143814087,0.037993840873241425,1.101467251777649,0.6579367150934613
0.5386853218078613,1.2644805908203125,2.827805280685425,0.02141663432121277,0.6182904243469238,0.38052271862562204
0.5670912265777588,1.342987060546875,2.891404151916504,0.020008902996778488,0.554756224155426,0.36350630446190646
0.5946531295776367,1.4265594482421875,2.959564208984375,0.004467769525945187,0.11025535315275192,0.08308036512157692
0.6222021579742432,1.5107269287109375,3.108340263366699,-0.013523560017347336,-0.15154428780078888,-0.2641188849642294
